id,name,email,address,address2,amount_spent,raw_unstructured
681399,Jennifer Anderson,paulayala@hotmail.com,"8514 Tina Club, New Cynthia, Tennessee, 65555, American Samoa","USNS Melton, FPO AP 17579",13827.74,"Jennifer Anderson (681399) spent $13827.74 - Contact: paulayala@hotmail.com - Addr: USNS Melton, FPO AP 17579"
249735,David Camacho,jholland@gmail.com,"8616 Willis Street, Lake Gary, Indiana, 69522, Bangladesh","473 Graham Locks, Port Erik, CT 04691",3586.06,"David Camacho (249735) spent $3586.06 - Contact: jholland@gmail.com - Addr: 473 Graham Locks, Port Erik, CT 04691"
803747,Jordan Blake,christina91@carlson-cabrera.com,"00966 David Branch, West Jameston, Washington, 53603, Belize","07742 Vargas Ports Suite 283, Port Robert, MD 54585",902.78,"Jordan Blake (803747) spent $902.78 - Contact: christina91@carlson-cabrera.com - Addr: 07742 Vargas Ports Suite 283, Port Robert, MD 54585"
946743,Laura Lopez,alyssa11@anderson.net,"98643 Amber Station, West Jesuschester, Utah, 89638, Tokelau","520 Brian Rapids, Hernandezville, DC 17084",4888.73,"Laura Lopez (946743) spent $4888.73 - Contact: alyssa11@anderson.net - Addr: 520 Brian Rapids, Hernandezville, DC 17084"
509318,Deborah Rodriguez,ymoody@gmail.com,"2648 Perry Centers, Andreaborough, Tennessee, 67917, Benin","74535 Stephen Cliffs, Port Valeriehaven, IL 57766",6326.83,"Deborah Rodriguez (509318) spent $6326.83 - Contact: ymoody@gmail.com - Addr: 74535 Stephen Cliffs, Port Valeriehaven, IL 57766"
621772,Nicole Lee,dnichols@gmail.com,"41437 Watson Estate, Lindseyberg, Louisiana, 56153, El Salvador","01544 Lisa Falls Apt. 691, West Richard, AL 77736",1581.26,"Nicole Lee (621772) spent $1581.26 - Contact: dnichols@gmail.com - Addr: 01544 Lisa Falls Apt. 691, West Richard, AL 77736"
909179,Michael Pugh,denise09@dean.com,"02387 Phillips Port, North David, Iowa, 74237, Ecuador","3172 Sheryl Trail Apt. 790, Juarezhaven, VA 38066",6340.71,"Michael Pugh (909179) spent $6340.71 - Contact: denise09@dean.com - Addr: 3172 Sheryl Trail Apt. 790, Juarezhaven, VA 38066"
105393,Colin Davis,gblack@munoz-higgins.biz,"67053 Webster Gateway, Lake Brentshire, Oregon, 97430, Kiribati","4055 Barrera Run Apt. 303, West Amy, AZ 32313",11808.73,"Colin Davis (105393) spent $11808.73 - Contact: gblack@munoz-higgins.biz - Addr: 4055 Barrera Run Apt. 303, West Amy, AZ 32313"
709888,Dawn Chan,vmartinez@yahoo.com,"24996 Emily Spurs, Joyborough, Indiana, 23100, Georgia","98521 Jacob Locks Suite 798, West Randall, SC 45421",6804.78,"Dawn Chan (709888) spent $6804.78 - Contact: vmartinez@yahoo.com - Addr: 98521 Jacob Locks Suite 798, West Randall, SC 45421"
958618,Brenda Garrison,gonzalespaul@hotmail.com,"195 Richard Plain, Jonesport, Kentucky, 98537, Barbados","0696 Merritt Square, South Ariel, TX 09780",1739.58,"Brenda Garrison (958618) spent $1739.58 - Contact: gonzalespaul@hotmail.com - Addr: 0696 Merritt Square, South Ariel, TX 09780"
906684,Tim Velasquez,qperez@garcia.biz,"35024 Foster Pines, New Justinbury, New York, 61453, Tonga","94256 Mathews Ville, Hernandezbury, CA 30064",101.36,"Tim Velasquez (906684) spent $101.36 - Contact: qperez@garcia.biz - Addr: 94256 Mathews Ville, Hernandezbury, CA 30064"
367749,Maria Robinson,millerchristopher@hotmail.com,"6637 Michael Flat, Rachelstad, Montana, 06708, Papua New Guinea","688 Wilson Shoals, Port Amy, TN 14091",4152.47,"Maria Robinson (367749) spent $4152.47 - Contact: millerchristopher@hotmail.com - Addr: 688 Wilson Shoals, Port Amy, TN 14091"
458573,Jason Rivas,pwhite@hughes.biz,"796 Kathleen Causeway, Fernandezstad, Maine, 91830, Albania","948 Figueroa Run, Lake Steven, MI 00739",1732.03,"Jason Rivas (458573) spent $1732.03 - Contact: pwhite@hughes.biz - Addr: 948 Figueroa Run, Lake Steven, MI 00739"
805836,Michael Martin,tatekyle@yahoo.com,"05625 Joseph Ridges, Melissaport, Kansas, 01734, Zambia","134 Martin Pines, Hernandezberg, NY 99378",1032.83,"Michael Martin (805836) spent $1032.83 - Contact: tatekyle@yahoo.com - Addr: 134 Martin Pines, Hernandezberg, NY 99378"
492425,Deborah Ross,mayangela@robles.com,"834 Misty Estate, Sheilaborough, Alaska, 36483, French Southern Territories","537 Pratt Grove Suite 519, North John, WY 97949",5958.81,"Deborah Ross (492425) spent $5958.81 - Contact: mayangela@robles.com - Addr: 537 Pratt Grove Suite 519, North John, WY 97949"
540253,Anthony Mosley,bhouston@hotmail.com,"989 Phillips Vista, Lake Jeffrey, Vermont, 63216, Guernsey","245 Christopher Shores Apt. 256, Port Michael, WA 59804",472.58,"Anthony Mosley (540253) spent $472.58 - Contact: bhouston@hotmail.com - Addr: 245 Christopher Shores Apt. 256, Port Michael, WA 59804"
241540,George Padilla,taylor01@yahoo.com,"93210 Fitzpatrick Isle, Gonzaleztown, North Dakota, 38819, Tanzania","3963 David Rapids Suite 196, Lake Robertshire, FL 44155",7900.03,"George Padilla (241540) spent $7900.03 - Contact: taylor01@yahoo.com - Addr: 3963 David Rapids Suite 196, Lake Robertshire, FL 44155"
370894,Lisa Martinez,melvinhorton@gmail.com,"6382 Christine Shore, North Kevintown, Oregon, 58486, Russian Federation","4299 Monica Court Apt. 695, Lake Patricia, UT 69999",14202.28,"Lisa Martinez (370894) spent $14202.28 - Contact: melvinhorton@gmail.com - Addr: 4299 Monica Court Apt. 695, Lake Patricia, UT 69999"
475269,Patrick Hoffman,jessejackson@ramirez-jacobs.com,"6169 Yu Run, Simsview, Hawaii, 24835, United Arab Emirates","Unit 1089 Box 0338, DPO AP 04875",5272.3,"Patrick Hoffman (475269) spent $5272.3 - Contact: jessejackson@ramirez-jacobs.com - Addr: Unit 1089 Box 0338, DPO AP 04875"
117868,Dorothy Green,davidford@hotmail.com,"34664 Julie Knolls, Caseychester, Colorado, 22543, Tuvalu","93096 Brown Mews, Tonyhaven, UT 85766",11181.9,"Dorothy Green (117868) spent $11181.9 - Contact: davidford@hotmail.com - Addr: 93096 Brown Mews, Tonyhaven, UT 85766"
365382,Kevin Landry DDS,melissa81@yahoo.com,"304 Stephen Mission, Andersonton, Minnesota, 80140, Greece","24748 Joseph Stream Suite 929, Scottside, FL 66468",11681.11,"Kevin Landry DDS (365382) spent $11681.11 - Contact: melissa81@yahoo.com - Addr: 24748 Joseph Stream Suite 929, Scottside, FL 66468"
395185,Kimberly Davis,robinsonadam@cain.net,"480 Dennis Causeway, Ryanshire, Rhode Island, 92958, Congo","8569 Roberts Vista Apt. 450, East Janet, NV 11986",7966.67,"Kimberly Davis (395185) spent $7966.67 - Contact: robinsonadam@cain.net - Addr: 8569 Roberts Vista Apt. 450, East Janet, NV 11986"
458269,Cynthia Whitaker,goldenwilliam@medina-lewis.com,"650 Martin Garden, Jessicamouth, New York, 77059, Christmas Island","2445 Phillip Heights, Lake Charles, DE 99000",12284.51,"Cynthia Whitaker (458269) spent $12284.51 - Contact: goldenwilliam@medina-lewis.com - Addr: 2445 Phillip Heights, Lake Charles, DE 99000"
945673,Christine Johnston,elizabeth11@bennett.org,"7660 Todd Forge, Robertchester, Wisconsin, 07419, United States Minor Outlying Islands","Unit 4978 Box 2437, DPO AE 64128",14909.64,"Christine Johnston (945673) spent $14909.64 - Contact: elizabeth11@bennett.org - Addr: Unit 4978 Box 2437, DPO AE 64128"
509332,Madeline Koch,ihart@yahoo.com,"73613 Ronald Branch, Thomasstad, Vermont, 29045, Argentina","4166 Sexton Cape Suite 921, Nixontown, MN 62681",13801.31,"Madeline Koch (509332) spent $13801.31 - Contact: ihart@yahoo.com - Addr: 4166 Sexton Cape Suite 921, Nixontown, MN 62681"
595617,Jason Sharp,jenkinssharon@hotmail.com,"37706 Johnson Junction, North Sharonchester, Alabama, 18631, Lao People's Democratic Republic","5210 Craig Haven Apt. 844, South David, ND 38800",12323.8,"Jason Sharp (595617) spent $12323.8 - Contact: jenkinssharon@hotmail.com - Addr: 5210 Craig Haven Apt. 844, South David, ND 38800"
885875,Kyle Walsh,mccormickandre@anthony.com,"727 Daniel Inlet, East Shawn, Rhode Island, 70891, Niue","151 Burgess Mills, Carriefurt, WY 50005",737.67,"Kyle Walsh (885875) spent $737.67 - Contact: mccormickandre@anthony.com - Addr: 151 Burgess Mills, Carriefurt, WY 50005"
614256,Erica Douglas,wrightmark@burnett.org,"44520 Morris Keys, West Mariaside, Kentucky, 30024, Lebanon","6365 Clarke Orchard, South Nicholas, WA 71332",2801.51,"Erica Douglas (614256) spent $2801.51 - Contact: wrightmark@burnett.org - Addr: 6365 Clarke Orchard, South Nicholas, WA 71332"
938645,Andrea Williams,johnsondavid@garcia.com,"1185 Robert Keys, Andersonstad, Nebraska, 96365, Comoros","362 Danielle Mountain, Matthewside, NC 37853",6231.86,"Andrea Williams (938645) spent $6231.86 - Contact: johnsondavid@garcia.com - Addr: 362 Danielle Mountain, Matthewside, NC 37853"
629866,Rebecca Webb,osmith@yahoo.com,"4779 Austin Pike, Cliffordside, Louisiana, 98928, Maldives","224 Erika Pine Suite 171, Adamston, NE 64881",7851.19,"Rebecca Webb (629866) spent $7851.19 - Contact: osmith@yahoo.com - Addr: 224 Erika Pine Suite 171, Adamston, NE 64881"
155683,Mr. Christopher Peck DDS,justin94@hotmail.com,"466 Cassandra Station, Rachelburgh, Utah, 16050, Belarus","422 Fox Ridge, Paulshire, MA 36185",1381.03,"Mr. Christopher Peck DDS (155683) spent $1381.03 - Contact: justin94@hotmail.com - Addr: 422 Fox Ridge, Paulshire, MA 36185"
480529,Daniel Lucero,timothyblair@garcia.info,"10167 Robert Oval, Heathmouth, Wisconsin, 08700, Timor-Leste","USNS Adams, FPO AE 20790",8737.48,"Daniel Lucero (480529) spent $8737.48 - Contact: timothyblair@garcia.info - Addr: USNS Adams, FPO AE 20790"
919289,Zachary Davis,erica82@yahoo.com,"55414 Fisher Valleys, Lake Ashley, Arkansas, 15296, Pakistan","771 Green Hollow, West Douglasbury, WA 22521",6318.72,"Zachary Davis (919289) spent $6318.72 - Contact: erica82@yahoo.com - Addr: 771 Green Hollow, West Douglasbury, WA 22521"
122886,Katherine Scott,vmeyer@haas.com,"6493 Dunn Rapid, New Jamie, Idaho, 26479, Sudan","098 Alyssa River Apt. 166, Woodberg, CO 49859",13536.08,"Katherine Scott (122886) spent $13536.08 - Contact: vmeyer@haas.com - Addr: 098 Alyssa River Apt. 166, Woodberg, CO 49859"
596402,Katrina Richardson,john62@brown.biz,"8247 Angela Spring, Gainesmouth, Vermont, 01170, Netherlands","8864 Keith Dale, Warrenberg, TX 20266",3412.06,"Katrina Richardson (596402) spent $3412.06 - Contact: john62@brown.biz - Addr: 8864 Keith Dale, Warrenberg, TX 20266"
265528,Lauren Thomas,vasquezcurtis@yahoo.com,"96076 Sheri Spur, Tinashire, Montana, 78505, Sri Lanka","414 Laurie Manor, Hallberg, TN 52243",14269.63,"Lauren Thomas (265528) spent $14269.63 - Contact: vasquezcurtis@yahoo.com - Addr: 414 Laurie Manor, Hallberg, TN 52243"
663233,Frank Ortiz,fostersteven@gmail.com,"269 Alexandra Route, Timothyton, Louisiana, 98579, Maldives","90808 Wayne Springs Apt. 256, West Codytown, OH 99271",6148.32,"Frank Ortiz (663233) spent $6148.32 - Contact: fostersteven@gmail.com - Addr: 90808 Wayne Springs Apt. 256, West Codytown, OH 99271"
370377,Jacob Smith,ericksonjamie@harrison-james.com,"447 Joshua Port, Kingland, California, 87720, Ethiopia","075 Joshua Parkway, Johnsonside, VA 13068",12426.74,"Jacob Smith (370377) spent $12426.74 - Contact: ericksonjamie@harrison-james.com - Addr: 075 Joshua Parkway, Johnsonside, VA 13068"
605682,Thomas Pierce,kristielopez@bradshaw-hurley.net,"0348 Colon Estates, Huangside, Maryland, 01728, Malawi","29737 Tina Centers Apt. 383, Michaelbury, KS 40814",3689.97,"Thomas Pierce (605682) spent $3689.97 - Contact: kristielopez@bradshaw-hurley.net - Addr: 29737 Tina Centers Apt. 383, Michaelbury, KS 40814"
272342,Jennifer Carr,larry90@peterson.biz,"2977 Megan Gateway, Lake Richardmouth, Texas, 41424, Malawi","4550 Velez Fall Suite 273, Robinsonchester, LA 46052",765.29,"Jennifer Carr (272342) spent $765.29 - Contact: larry90@peterson.biz - Addr: 4550 Velez Fall Suite 273, Robinsonchester, LA 46052"
856908,Theresa Hutchinson,djohnson@pope-carr.com,"872 Stephanie Lodge, Paulville, Utah, 20431, Mauritania","71447 Casey Pike Suite 866, Petersonview, OH 83196",14072.73,"Theresa Hutchinson (856908) spent $14072.73 - Contact: djohnson@pope-carr.com - Addr: 71447 Casey Pike Suite 866, Petersonview, OH 83196"
250360,Scott Hoffman,brownchristopher@wright.biz,"19146 Sanders Common, Allenchester, New Hampshire, 84819, Estonia","0850 Angel Mews Apt. 682, West Connie, MN 17212",1900.54,"Scott Hoffman (250360) spent $1900.54 - Contact: brownchristopher@wright.biz - Addr: 0850 Angel Mews Apt. 682, West Connie, MN 17212"
432974,Alvin Butler,rebeccatownsend@johnson.com,"69626 Joseph Rest, Steventon, Tennessee, 19989, Bangladesh","2178 Hill Bypass Suite 503, Wuport, ND 71281",7451.03,"Alvin Butler (432974) spent $7451.03 - Contact: rebeccatownsend@johnson.com - Addr: 2178 Hill Bypass Suite 503, Wuport, ND 71281"
817747,Jessica Price,aaron45@yahoo.com,"078 Jose Highway, Coxshire, Missouri, 35923, Liechtenstein","5683 Foster Manor, East Carolynburgh, WY 64850",6761.1,"Jessica Price (817747) spent $6761.1 - Contact: aaron45@yahoo.com - Addr: 5683 Foster Manor, East Carolynburgh, WY 64850"
497832,Christina Reed,westrobert@gmail.com,"1161 Nicole Trail, Erinchester, New Hampshire, 10694, Iceland","27135 Joshua Orchard Suite 701, Jenniferton, KY 09143",11224.4,"Christina Reed (497832) spent $11224.4 - Contact: westrobert@gmail.com - Addr: 27135 Joshua Orchard Suite 701, Jenniferton, KY 09143"
542012,Valerie Cruz,evanssarah@gmail.com,"8212 Kenneth Mission, East Coryview, West Virginia, 69988, Solomon Islands","930 Armstrong Shoals Apt. 687, Amystad, DC 12462",9031.47,"Valerie Cruz (542012) spent $9031.47 - Contact: evanssarah@gmail.com - Addr: 930 Armstrong Shoals Apt. 687, Amystad, DC 12462"
622344,Lisa Lee,james27@yahoo.com,"54843 Linda Mills, Sandrafurt, Missouri, 50681, Syrian Arab Republic","399 Charles Crescent, South Bradley, MN 21212",9520.49,"Lisa Lee (622344) spent $9520.49 - Contact: james27@yahoo.com - Addr: 399 Charles Crescent, South Bradley, MN 21212"
388198,Stephanie Hunter,knoble@lopez.com,"4403 Arnold Port, Thompsonport, Idaho, 57433, Turkmenistan","091 Justin Prairie, Lake Melissa, RI 93724",8872.03,"Stephanie Hunter (388198) spent $8872.03 - Contact: knoble@lopez.com - Addr: 091 Justin Prairie, Lake Melissa, RI 93724"
674279,Cheryl Wilson,kyleburns@graham.com,"7405 Kevin Union, Codyview, Washington, 37490, Pitcairn Islands","19388 Margaret Extensions Apt. 900, Deniseview, AR 86332",7103.44,"Cheryl Wilson (674279) spent $7103.44 - Contact: kyleburns@graham.com - Addr: 19388 Margaret Extensions Apt. 900, Deniseview, AR 86332"
747152,Tyler Rose,irwinmelissa@hotmail.com,"04467 Kendra Point, South Johnny, Alaska, 47847, Kazakhstan","40253 Mikayla Pike, Aaronmouth, AL 28640",848.4,"Tyler Rose (747152) spent $848.4 - Contact: irwinmelissa@hotmail.com - Addr: 40253 Mikayla Pike, Aaronmouth, AL 28640"
126209,Laura Rich,millerrhonda@snyder-johnson.com,"4465 Ronnie Spring, Port Monicabury, Pennsylvania, 28378, Tonga","755 Jimenez Loop, Joelberg, UT 39456",10423.98,"Laura Rich (126209) spent $10423.98 - Contact: millerrhonda@snyder-johnson.com - Addr: 755 Jimenez Loop, Joelberg, UT 39456"
582319,Jeffrey Rodriguez,laurarose@gmail.com,"0354 Garner Road, Lake Victoria, Georgia, 62702, Norway","97785 Emily Estate Apt. 826, South Timothy, DC 97658",6625.25,"Jeffrey Rodriguez (582319) spent $6625.25 - Contact: laurarose@gmail.com - Addr: 97785 Emily Estate Apt. 826, South Timothy, DC 97658"
728696,Mitchell Flores,michelle18@gmail.com,"9391 Simmons Field, Taylorborough, Virginia, 88948, Vanuatu","0056 Huynh Plaza, South Christopherview, DE 87285",5876.19,"Mitchell Flores (728696) spent $5876.19 - Contact: michelle18@gmail.com - Addr: 0056 Huynh Plaza, South Christopherview, DE 87285"
977739,Jamie Soto,cayala@hotmail.com,"103 Steven Green, Dennisberg, California, 63563, Saint Pierre and Miquelon","851 Bradley Meadow, Michaelfort, GA 73040",1114.87,"Jamie Soto (977739) spent $1114.87 - Contact: cayala@hotmail.com - Addr: 851 Bradley Meadow, Michaelfort, GA 73040"
457067,Keith Wright,johnsonvirginia@richmond.info,"91874 Amanda Island, West Danielborough, Pennsylvania, 37725, Cameroon","8419 Kayla Lake Suite 745, North Ryan, NM 51278",6038.58,"Keith Wright (457067) spent $6038.58 - Contact: johnsonvirginia@richmond.info - Addr: 8419 Kayla Lake Suite 745, North Ryan, NM 51278"
352422,Jerry Harrison,nmoyer@yahoo.com,"6906 Hampton Knolls, Lake Robert, Minnesota, 44208, Netherlands","4474 Hanson Loaf, East Roger, NY 81072",8199.8,"Jerry Harrison (352422) spent $8199.8 - Contact: nmoyer@yahoo.com - Addr: 4474 Hanson Loaf, East Roger, NY 81072"
724124,Donna Rodgers,scottortiz@hotmail.com,"197 Summers Club, South Denise, Missouri, 87067, Guatemala","01134 Robert Parkways, Padillatown, KS 59440",6051.64,"Donna Rodgers (724124) spent $6051.64 - Contact: scottortiz@hotmail.com - Addr: 01134 Robert Parkways, Padillatown, KS 59440"
883566,Joseph Mendoza,martinrobert@gmail.com,"27175 Jason Ports, South Victoriashire, Oklahoma, 90731, Philippines","USNS Taylor, FPO AP 98769",13101.25,"Joseph Mendoza (883566) spent $13101.25 - Contact: martinrobert@gmail.com - Addr: USNS Taylor, FPO AP 98769"
590923,Robert Yang,seanpotts@yahoo.com,"10079 Michelle Landing, Gregoryland, Ohio, 19046, Fiji","11895 Karen Drives Suite 421, Heidifurt, CA 90879",12094.4,"Robert Yang (590923) spent $12094.4 - Contact: seanpotts@yahoo.com - Addr: 11895 Karen Drives Suite 421, Heidifurt, CA 90879"
661815,Sarah Rivera,zcook@hotmail.com,"983 Maria Causeway, Solisstad, Delaware, 44916, Belgium","643 Martin Manors Suite 185, East Tonyaborough, WV 07733",87.42,"Sarah Rivera (661815) spent $87.42 - Contact: zcook@hotmail.com - Addr: 643 Martin Manors Suite 185, East Tonyaborough, WV 07733"
940349,Thomas Romero,imcconnell@gmail.com,"93212 Kristin Loaf, Steventown, Pennsylvania, 95390, Bhutan","445 Robles Spur, Angelafort, DC 78093",9781.47,"Thomas Romero (940349) spent $9781.47 - Contact: imcconnell@gmail.com - Addr: 445 Robles Spur, Angelafort, DC 78093"
228537,Alicia Stevens,gloriamartin@gmail.com,"50450 Julia Canyon, Christopherview, Kansas, 34235, Macao","2034 Dustin Garden, Williamsmouth, WA 80969",13513.53,"Alicia Stevens (228537) spent $13513.53 - Contact: gloriamartin@gmail.com - Addr: 2034 Dustin Garden, Williamsmouth, WA 80969"
311406,Leslie Mills,xburch@hotmail.com,"51887 Bates Pass, Barronmouth, Montana, 28079, Egypt","125 Heather Forest, East Cheryl, MA 36756",6618.99,"Leslie Mills (311406) spent $6618.99 - Contact: xburch@hotmail.com - Addr: 125 Heather Forest, East Cheryl, MA 36756"
718449,April Rubio,kimmurray@potts-cruz.com,"091 Christine Canyon, New Samanthashire, Missouri, 25310, India","250 Morris Brook, Annefort, ME 70205",4098.41,"April Rubio (718449) spent $4098.41 - Contact: kimmurray@potts-cruz.com - Addr: 250 Morris Brook, Annefort, ME 70205"
195881,Zachary Davis,phillipstimothy@hotmail.com,"065 Moore Dam, Lake Denisefort, Wisconsin, 41180, British Virgin Islands","229 Donald Freeway Apt. 860, Krystalborough, KY 47955",471.06,"Zachary Davis (195881) spent $471.06 - Contact: phillipstimothy@hotmail.com - Addr: 229 Donald Freeway Apt. 860, Krystalborough, KY 47955"
179415,Maria Leblanc,taylorrebecca@gmail.com,"928 Laura Vista, West Amanda, California, 81984, Congo","8820 Meyer Road Suite 848, Stevenmouth, AL 96145",1184.25,"Maria Leblanc (179415) spent $1184.25 - Contact: taylorrebecca@gmail.com - Addr: 8820 Meyer Road Suite 848, Stevenmouth, AL 96145"
724945,Steven Jones,shawnayork@cobb.com,"14162 Mooney Mountain, Lake Sharonfort, Florida, 40837, Norfolk Island","7470 Young Center, Pricechester, AL 24123",3109.72,"Steven Jones (724945) spent $3109.72 - Contact: shawnayork@cobb.com - Addr: 7470 Young Center, Pricechester, AL 24123"
624023,Diana Willis,maxwelltimothy@gmail.com,"904 Phillip Extension, West Destinyside, Alabama, 95785, Korea","90199 Lee Unions, Hernandezton, UT 92806",9217.37,"Diana Willis (624023) spent $9217.37 - Contact: maxwelltimothy@gmail.com - Addr: 90199 Lee Unions, Hernandezton, UT 92806"
153349,Jacob Wilcox,felicia61@taylor.info,"4515 James Lake, Johnton, New Mexico, 40092, Saint Lucia","017 Moore Fords Apt. 121, New Lindsay, SD 51612",4697.53,"Jacob Wilcox (153349) spent $4697.53 - Contact: felicia61@taylor.info - Addr: 017 Moore Fords Apt. 121, New Lindsay, SD 51612"
996837,Maria Andrews,geraldreyes@peters.com,"43243 Stephanie Shoals, North Michael, Washington, 77263, Greenland","831 Barry Terrace Suite 697, Port Ianbury, WY 09689",10077.97,"Maria Andrews (996837) spent $10077.97 - Contact: geraldreyes@peters.com - Addr: 831 Barry Terrace Suite 697, Port Ianbury, WY 09689"
